Method,R_e,A@e,RA@e,Run,max info loss,gini,p value
SPH+CPI,10,0.7866666666666666,1.9618644067796611,1,0.15,0.25,0.75
SPH+CPI,1,0.5533333333333333,1.0,1,0.15,0.25,0.8
SPH+CPI,2,0.65,1.1487179487179486,1,0.15,0.25,0.8
SPH+CPI,3,0.6833333333333333,1.2390243902439024,1,0.15,0.25,0.8
SPH+CPI,4,0.6933333333333334,1.2788461538461537,1,0.15,0.25,0.8
SPH+CPI,5,0.72,1.4166666666666667,1,0.15,0.25,0.8
SPH+CPI,6,0.74,1.5405405405405406,1,0.15,0.25,0.8
SPH+CPI,7,0.7533333333333333,1.6371681415929205,1,0.15,0.25,0.8
SPH+CPI,8,0.76,1.6929824561403508,1,0.15,0.25,0.8
SPH+CPI,9,0.7733333333333333,1.8189655172413792,1,0.15,0.25,0.8
SPH+CPI,10,0.7933333333333333,2.0252100840336134,1,0.15,0.25,0.8
SPH+CPI,1,0.57,1.0,1,0.15,0.25,0.85
SPH+CPI,2,0.6433333333333333,1.1139896373056994,1,0.15,0.25,0.85
SPH+CPI,3,0.6866666666666666,1.233009708737864,1,0.15,0.25,0.85
SPH+CPI,4,0.6966666666666667,1.2727272727272727,1,0.15,0.25,0.85
SPH+CPI,5,0.7166666666666667,1.3767441860465117,1,0.15,0.25,0.85
SPH+CPI,6,0.73,1.461187214611872,1,0.15,0.25,0.85
SPH+CPI,7,0.7566666666666667,1.6563876651982379,1,0.15,0.25,0.85
SPH+CPI,8,0.77,1.7662337662337662,1,0.15,0.25,0.85
SPH+CPI,9,0.7766666666666666,1.8283261802575108,1,0.15,0.25,0.85
SPH+CPI,10,0.7833333333333333,1.897872340425532,1,0.15,0.25,0.85
SPH+CPI,1,0.54,1.0,1,0.15,0.25,0.9
SPH+CPI,2,0.6,1.1,1,0.15,0.25,0.9
SPH+CPI,3,0.6733333333333333,1.306930693069307,1,0.15,0.25,0.9
SPH+CPI,4,0.6866666666666666,1.3592233009708738,1,0.15,0.25,0.9
SPH+CPI,5,0.6966666666666667,1.4114832535885167,1,0.15,0.25,0.9
SPH+CPI,6,0.7233333333333334,1.5806451612903225,1,0.15,0.25,0.9
SPH+CPI,7,0.7533333333333333,1.7964601769911503,1,0.15,0.25,0.9
SPH+CPI,8,0.77,1.9307359307359306,1,0.15,0.25,0.9
