Method,R_e,A@e,RA@e,Run,max info loss,n,f,mf,n_clusters,algorithm,n_components,gini,p value
SPH+CPI,9,0.8566666666666667,1.9571984435797665,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,10,0.8633333333333333,2.0193050193050195,1,0.1,1050,100,0.2,,,,0.35,0.85
SPH+CPI,1,0.4633333333333333,1.0,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,2,0.6733333333333333,1.311881188118812,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,3,0.77,1.5238095238095237,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,4,0.8266666666666667,1.6935483870967742,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,5,0.8366666666666667,1.7330677290836654,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,6,0.8433333333333334,1.766798418972332,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,7,0.8466666666666667,1.7874015748031495,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,8,0.85,1.811764705882353,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,9,0.8633333333333333,1.9227799227799227,1,0.1,1050,100,0.2,,,,0.35,0.9
SPH+CPI,1,0.49,1.0,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,2,0.6433333333333333,1.238341968911917,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,3,0.7133333333333334,1.411214953271028,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,4,0.7733333333333333,1.6120689655172413,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,5,0.7866666666666666,1.6694915254237288,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,6,0.8033333333333333,1.7593360995850622,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,7,0.8133333333333334,1.8237704918032787,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,8,0.84,2.0198412698412698,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,9,0.8433333333333334,2.047430830039526,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,10,0.8466666666666667,2.078740157480315,1,0.1,1050,100,0.2,,,,0.4,0.7
SPH+CPI,1,0.48333333333333334,1.0,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,2,0.6566666666666666,1.263959390862944,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,3,0.73,1.4383561643835616,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,4,0.79,1.6329113924050633,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,5,0.8033333333333333,1.6887966804979253,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,6,0.8166666666666667,1.7591836734693878,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,7,0.8233333333333334,1.8016194331983806,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,8,0.84,1.9246031746031746,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,9,0.8433333333333334,1.9525691699604744,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,10,0.8466666666666667,1.984251968503937,1,0.1,1050,100,0.2,,,,0.4,0.75
SPH+CPI,1,0.4766666666666667,1.0,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,2,0.6633333333333333,1.2814070351758795,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,3,0.7266666666666667,1.4311926605504588,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,4,0.7966666666666666,1.6569037656903767,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,5,0.81,1.7119341563786008,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,6,0.82,1.7642276422764227,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,7,0.8233333333333334,1.785425101214575,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,8,0.8433333333333334,1.9328063241106719,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,9,0.8533333333333334,2.015625,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,10,0.8566666666666667,2.046692607003891,1,0.1,1050,100,0.2,,,,0.4,0.8
SPH+CPI,1,0.47,1.0,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,2,0.6666666666666666,1.295,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,3,0.7366666666666667,1.4570135746606334,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,4,0.8166666666666667,1.7061224489795919,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,5,0.8233333333333334,1.7327935222672064,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,6,0.8333333333333334,1.784,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,7,0.8433333333333334,1.8458498023715415,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,8,0.8466666666666667,1.8700787401574803,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,9,0.8566666666666667,1.953307392996109,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,10,0.8633333333333333,2.0154440154440154,1,0.1,1050,100,0.2,,,,0.4,0.85
SPH+CPI,1,0.4666666666666667,1.0,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,2,0.6733333333333333,1.306930693069307,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,3,0.77,1.5194805194805194,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,4,0.8266666666666667,1.689516129032258,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,5,0.8366666666666667,1.7290836653386454,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,6,0.8433333333333334,1.7628458498023716,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,7,0.8466666666666667,1.7834645669291338,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,8,0.85,1.807843137254902,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,9,0.8633333333333333,1.9189189189189189,1,0.1,1050,100,0.2,,,,0.4,0.9
SPH+CPI,1,0.45,1.0,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,2,0.6466666666666666,1.3041237113402062,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,3,0.7166666666666667,1.4697674418604652,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,4,0.7733333333333333,1.6551724137931034,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,5,0.7866666666666666,1.7118644067796611,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,6,0.8033333333333333,1.8008298755186722,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,7,0.8133333333333334,1.8647540983606556,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,8,0.84,2.0595238095238093,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,9,0.8433333333333334,2.0869565217391304,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,10,0.8466666666666667,2.1181102362204722,1,0.15,1050,100,0.2,,,,0.2,0.7
SPH+CPI,1,0.44333333333333336,1.0,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,2,0.66,1.3282828282828283,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,3,0.7333333333333333,1.4954545454545454,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,4,0.79,1.6751054852320675,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,5,0.8033333333333333,1.7302904564315353,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,6,0.8166666666666667,1.8,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,7,0.8233333333333334,1.8421052631578947,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,8,0.84,1.9642857142857142,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,9,0.8433333333333334,1.992094861660079,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,10,0.8466666666666667,2.0236220472440944,1,0.15,1050,100,0.2,,,,0.2,0.75
SPH+CPI,1,0.43666666666666665,1.0,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,2,0.6666666666666666,1.345,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,3,0.73,1.4885844748858448,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,4,0.7966666666666666,1.698744769874477,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,5,0.81,1.7530864197530864,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,6,0.82,1.8048780487804879,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,7,0.8233333333333334,1.825910931174089,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,8,0.8433333333333334,1.9723320158102766,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,9,0.8533333333333334,2.0546875,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,10,0.8566666666666667,2.085603112840467,1,0.15,1050,100,0.2,,,,0.2,0.8
SPH+CPI,1,0.43,1.0,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,2,0.6666666666666666,1.355,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,3,0.7366666666666667,1.51131221719457,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,4,0.8166666666666667,1.7551020408163265,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,5,0.8233333333333334,1.7813765182186234,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,6,0.8333333333333334,1.832,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,7,0.8433333333333334,1.8932806324110671,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,8,0.8466666666666667,1.9173228346456692,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,9,0.8566666666666667,2.0,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,10,0.8633333333333333,2.0617760617760617,1,0.15,1050,100,0.2,,,,0.2,0.85
SPH+CPI,1,0.4266666666666667,1.0,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,2,0.6733333333333333,1.3663366336633664,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,3,0.77,1.5714285714285714,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,4,0.8266666666666667,1.7379032258064515,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,5,0.8366666666666667,1.7768924302788844,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,6,0.8433333333333334,1.8102766798418972,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,7,0.8466666666666667,1.830708661417323,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,8,0.85,1.8549019607843138,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,9,0.8633333333333333,1.9652509652509653,1,0.15,1050,100,0.2,,,,0.2,0.9
SPH+CPI,1,0.46,1.0,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,2,0.6466666666666666,1.288659793814433,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,3,0.7166666666666667,1.455813953488372,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,4,0.7733333333333333,1.6422413793103448,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,5,0.7866666666666666,1.6991525423728813,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,6,0.8033333333333333,1.7883817427385893,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,7,0.8133333333333334,1.8524590163934427,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,8,0.84,2.0476190476190474,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,9,0.8433333333333334,2.075098814229249,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,10,0.8466666666666667,2.106299212598425,1,0.15,1050,100,0.2,,,,0.25,0.7
SPH+CPI,1,0.4533333333333333,1.0,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,2,0.66,1.3131313131313131,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,3,0.7333333333333333,1.481818181818182,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,4,0.79,1.6624472573839661,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,5,0.8033333333333333,1.7178423236514522,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,6,0.8166666666666667,1.7877551020408162,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,7,0.8233333333333334,1.8299595141700404,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,8,0.84,1.9523809523809523,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,9,0.8433333333333334,1.9802371541501975,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,10,0.8466666666666667,2.0118110236220472,1,0.15,1050,100,0.2,,,,0.25,0.75
SPH+CPI,1,0.44666666666666666,1.0,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,2,0.6666666666666666,1.33,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,3,0.73,1.4748858447488584,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,4,0.7966666666666666,1.6861924686192469,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,5,0.81,1.7407407407407407,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,6,0.82,1.7926829268292683,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,7,0.8233333333333334,1.8137651821862348,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,8,0.8433333333333334,1.9604743083003953,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,9,0.8533333333333334,2.04296875,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,10,0.8566666666666667,2.0739299610894943,1,0.15,1050,100,0.2,,,,0.25,0.8
SPH+CPI,1,0.44,1.0,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,2,0.6666666666666666,1.34,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,3,0.7366666666666667,1.497737556561086,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,4,0.8166666666666667,1.7428571428571429,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,5,0.8233333333333334,1.7692307692307692,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,6,0.8333333333333334,1.82,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,7,0.8433333333333334,1.8814229249011858,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,8,0.8466666666666667,1.905511811023622,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,9,0.8566666666666667,1.9883268482490273,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,10,0.8633333333333333,2.0501930501930503,1,0.15,1050,100,0.2,,,,0.25,0.85
SPH+CPI,1,0.43666666666666665,1.0,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,2,0.6733333333333333,1.3514851485148516,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,3,0.77,1.5584415584415585,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,4,0.8266666666666667,1.7258064516129032,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,5,0.8366666666666667,1.7649402390438247,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,6,0.8433333333333334,1.7984189723320159,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,7,0.8466666666666667,1.8188976377952757,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,8,0.85,1.8431372549019607,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,9,0.8633333333333333,1.9536679536679538,1,0.15,1050,100,0.2,,,,0.25,0.9
SPH+CPI,1,0.4866666666666667,1.0,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,2,0.6466666666666666,1.2474226804123711,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,3,0.7166666666666667,1.4186046511627908,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,4,0.7733333333333333,1.6077586206896552,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,5,0.7866666666666666,1.6652542372881356,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,6,0.8033333333333333,1.7551867219917012,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,7,0.8133333333333334,1.819672131147541,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,8,0.84,2.015873015873016,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,9,0.8433333333333334,2.0434782608695654,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,10,0.8466666666666667,2.074803149606299,1,0.15,1050,100,0.2,,,,0.3,0.7
SPH+CPI,1,0.48,1.0,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,2,0.66,1.2727272727272727,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,3,0.7333333333333333,1.4454545454545455,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,4,0.79,1.628691983122363,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,5,0.8033333333333333,1.6846473029045643,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,6,0.8166666666666667,1.7551020408163265,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,7,0.8233333333333334,1.7975708502024292,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,8,0.84,1.9206349206349207,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,9,0.8433333333333334,1.948616600790514,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,10,0.8466666666666667,1.9803149606299213,1,0.15,1050,100,0.2,,,,0.3,0.75
SPH+CPI,1,0.47333333333333333,1.0,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,2,0.6666666666666666,1.29,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,3,0.73,1.4383561643835616,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,4,0.7966666666666666,1.6527196652719665,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,5,0.81,1.7078189300411524,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,6,0.82,1.7601626016260163,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,7,0.8233333333333334,1.7813765182186234,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,8,0.8433333333333334,1.9288537549407114,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,9,0.8533333333333334,2.01171875,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,10,0.8566666666666667,2.0428015564202333,1,0.15,1050,100,0.2,,,,0.3,0.8
SPH+CPI,1,0.4666666666666667,1.0,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,2,0.6666666666666666,1.3,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,3,0.7366666666666667,1.4615384615384615,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,4,0.8166666666666667,1.7102040816326531,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,5,0.8233333333333334,1.736842105263158,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,6,0.8333333333333334,1.788,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,7,0.8433333333333334,1.849802371541502,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,8,0.8466666666666667,1.874015748031496,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,9,0.8566666666666667,1.9571984435797665,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,10,0.8633333333333333,2.0193050193050195,1,0.15,1050,100,0.2,,,,0.3,0.85
SPH+CPI,1,0.4633333333333333,1.0,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,2,0.6733333333333333,1.311881188118812,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,3,0.77,1.5238095238095237,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,4,0.8266666666666667,1.6935483870967742,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,5,0.8366666666666667,1.7330677290836654,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,6,0.8433333333333334,1.766798418972332,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,7,0.8466666666666667,1.7874015748031495,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,8,0.85,1.811764705882353,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,9,0.8633333333333333,1.9227799227799227,1,0.15,1050,100,0.2,,,,0.3,0.9
SPH+CPI,1,0.4866666666666667,1.0,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,2,0.6433333333333333,1.2435233160621761,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,3,0.7133333333333334,1.4158878504672898,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,4,0.7733333333333333,1.6163793103448276,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,5,0.7866666666666666,1.673728813559322,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,6,0.8033333333333333,1.7634854771784232,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,7,0.8133333333333334,1.8278688524590163,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,8,0.84,2.0238095238095237,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,9,0.8433333333333334,2.0513833992094863,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,10,0.8466666666666667,2.0826771653543306,1,0.15,1050,100,0.2,,,,0.35,0.7
SPH+CPI,1,0.48,1.0,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,2,0.6566666666666666,1.2690355329949239,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,3,0.73,1.4429223744292237,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,4,0.79,1.6371308016877637,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,5,0.8033333333333333,1.6929460580912863,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,6,0.8166666666666667,1.763265306122449,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,7,0.8233333333333334,1.805668016194332,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,8,0.84,1.9285714285714286,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,9,0.8433333333333334,1.9565217391304348,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,10,0.8466666666666667,1.9881889763779528,1,0.15,1050,100,0.2,,,,0.35,0.75
SPH+CPI,1,0.47333333333333333,1.0,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,2,0.6633333333333333,1.2864321608040201,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,3,0.7266666666666667,1.4357798165137614,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,4,0.7966666666666666,1.6610878661087867,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,5,0.81,1.7160493827160495,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,6,0.82,1.7682926829268293,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,7,0.8233333333333334,1.7894736842105263,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,8,0.8433333333333334,1.9367588932806323,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,9,0.8533333333333334,2.01953125,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,10,0.8566666666666667,2.0505836575875485,1,0.15,1050,100,0.2,,,,0.35,0.8
SPH+CPI,1,0.4666666666666667,1.0,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,2,0.6666666666666666,1.3,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,3,0.7366666666666667,1.4615384615384615,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,4,0.8166666666666667,1.7102040816326531,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,5,0.8233333333333334,1.736842105263158,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,6,0.8333333333333334,1.788,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,7,0.8433333333333334,1.849802371541502,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,8,0.8466666666666667,1.874015748031496,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,9,0.8566666666666667,1.9571984435797665,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,10,0.8633333333333333,2.0193050193050195,1,0.15,1050,100,0.2,,,,0.35,0.85
SPH+CPI,1,0.4633333333333333,1.0,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,2,0.6733333333333333,1.311881188118812,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,3,0.77,1.5238095238095237,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,4,0.8266666666666667,1.6935483870967742,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,5,0.8366666666666667,1.7330677290836654,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,6,0.8433333333333334,1.766798418972332,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,7,0.8466666666666667,1.7874015748031495,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,8,0.85,1.811764705882353,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,9,0.8633333333333333,1.9227799227799227,1,0.15,1050,100,0.2,,,,0.35,0.9
SPH+CPI,1,0.49,1.0,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,2,0.6433333333333333,1.238341968911917,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,3,0.7133333333333334,1.411214953271028,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,4,0.7733333333333333,1.6120689655172413,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,5,0.7866666666666666,1.6694915254237288,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,6,0.8033333333333333,1.7593360995850622,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,7,0.8133333333333334,1.8237704918032787,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,8,0.84,2.0198412698412698,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,9,0.8433333333333334,2.047430830039526,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,10,0.8466666666666667,2.078740157480315,1,0.15,1050,100,0.2,,,,0.4,0.7
SPH+CPI,1,0.48333333333333334,1.0,1,0.15,1050,100,0.2,,,,0.4,0.75
SPH+CPI,2,0.6566666666666666,1.263959390862944,1,0.15,1050,100,0.2,,,,0.4,0.75
